anio_denuncia,generico,dpto_pjfs,cantidad,departamento,total_2021
2021,contra la seguridad publica,puno,2750,puno,1233277
2021,contra la seguridad publica,san martin,942,san martin,912674
2021,contra la seguridad publica,tacna,1195,tacna,377842
2021,contra la seguridad publica,tumbes,1744,tumbes,255712
2021,contra la seguridad publica,ucayali,1487,ucayali,602400
2021,contra la tranquilidad publica,amazonas,35,amazonas,428512
2021,contra la tranquilidad publica,ancash,72,ancash,1188391
2021,contra la tranquilidad publica,apurimac,54,apurimac,430609
2021,contra la tranquilidad publica,arequipa,118,arequipa,1526669
2021,contra la tranquilidad publica,ayacucho,66,ayacucho,669979
2021,contra la tranquilidad publica,cajamarca,35,cajamarca,1455245
2021,contra la tranquilidad publica,callao,95,callao,1151480
2021,contra la tranquilidad publica,cusco,48,cusco,1369932
2021,contra la tranquilidad publica,huancavelica,29,huancavelica,358356
2021,contra la tranquilidad publica,huanuco,246,huanuco,758416
2021,contra la tranquilidad publica,ica,97,ica,998144
2021,contra la tranquilidad publica,junin,230,junin,1369003
2021,contra la tranquilidad publica,la libertad,69,la libertad,2048492
2021,contra la tranquilidad publica,lambayeque,112,lambayeque,1325912
2021,contra la tranquilidad publica,lima,1655,lima,10814450
2021,contra la tranquilidad publica,loreto,56,loreto,1037055
2021,contra la tranquilidad publica,madre de dios,25,madre de dios,179688
2021,contra la tranquilidad publica,moquegua,11,moquegua,195185
2021,contra la tranquilidad publica,pasco,4,pasco,270842
2021,contra la tranquilidad publica,piura,103,piura,2077039
2021,contra la tranquilidad publica,puno,36,puno,1233277
2021,contra la tranquilidad publica,san martin,42,san martin,912674
2021,contra la tranquilidad publica,tacna,17,tacna,377842
2021,contra la tranquilidad publica,tumbes,23,tumbes,255712
2021,contra la tranquilidad publica,ucayali,31,ucayali,602400
2021,contra la vida/el cuerpo y la salud,amazonas,4870,amazonas,428512
2021,contra la vida/el cuerpo y la salud,ancash,15312,ancash,1188391
2021,contra la vida/el cuerpo y la salud,apurimac,8083,apurimac,430609
2021,contra la vida/el cuerpo y la salud,arequipa,30144,arequipa,1526669
2021,contra la vida/el cuerpo y la salud,ayacucho,10110,ayacucho,669979
2021,contra la vida/el cuerpo y la salud,cajamarca,9714,cajamarca,1455245
2021,contra la vida/el cuerpo y la salud,callao,22382,callao,1151480
2021,contra la vida/el cuerpo y la salud,cusco,17959,cusco,1369932
2021,contra la vida/el cuerpo y la salud,huancavelica,2544,huancavelica,358356
2021,contra la vida/el cuerpo y la salud,huanuco,10695,huanuco,758416
2021,contra la vida/el cuerpo y la salud,ica,16321,ica,998144
2021,contra la vida/el cuerpo y la salud,junin,19879,junin,1369003
2021,contra la vida/el cuerpo y la salud,la libertad,19792,la libertad,2048492
2021,contra la vida/el cuerpo y la salud,lambayeque,20443,lambayeque,1325912
2021,contra la vida/el cuerpo y la salud,lima,127789,lima,10814450
2021,contra la vida/el cuerpo y la salud,loreto,5424,loreto,1037055
2021,contra la vida/el cuerpo y la salud,madre de dios,4709,madre de dios,179688
2021,contra la vida/el cuerpo y la salud,moquegua,3797,moquegua,195185
2021,contra la vida/el cuerpo y la salud,pasco,1952,pasco,270842
2021,contra la vida/el cuerpo y la salud,piura,20819,piura,2077039
2021,contra la vida/el cuerpo y la salud,puno,13761,puno,1233277
2021,contra la vida/el cuerpo y la salud,san martin,4438,san martin,912674
2021,contra la vida/el cuerpo y la salud,tacna,5835,tacna,377842
2021,contra la vida/el cuerpo y la salud,tumbes,3180,tumbes,255712
2021,contra la vida/el cuerpo y la salud,ucayali,3007,ucayali,602400
2021,otros,amazonas,2950,amazonas,428512
2021,otros,ancash,8253,ancash,1188391
2021,otros,apurimac,2842,apurimac,430609
2021,otros,arequipa,9654,arequipa,1526669
2021,otros,ayacucho,4682,ayacucho,669979
2021,otros,cajamarca,4801,cajamarca,1455245
2021,otros,callao,5283,callao,1151480
2021,otros,cusco,6416,cusco,1369932
2021,otros,huancavelica,1667,huancavelica,358356
2021,otros,huanuco,5231,huanuco,758416
2021,otros,ica,7931,ica,998144
2021,otros,junin,10231,junin,1369003
2021,otros,la libertad,8763,la libertad,2048492
2021,otros,lambayeque,10133,lambayeque,1325912
2021,otros,lima,31373,lima,10814450
2021,otros,loreto,2736,loreto,1037055
2021,otros,madre de dios,2837,madre de dios,179688
2021,otros,moquegua,1706,moquegua,195185
2021,otros,pasco,1472,pasco,270842
2021,otros,piura,8475,piura,2077039
2021,otros,puno,4916,puno,1233277
2021,otros,san martin,2557,san martin,912674
2021,otros,tacna,3072,tacna,377842
2021,otros,tumbes,2477,tumbes,255712
2021,otros,ucayali,3458,ucayali,602400
