anio_denuncia,generico,dpto_pjfs,cantidad,departamento,total_2020
2020,contra la tranquilidad publica,tacna,21,tacna,370974
2020,contra la tranquilidad publica,tumbes,3,tumbes,251521
2020,contra la tranquilidad publica,ucayali,46,ucayali,589110
2020,contra la vida/el cuerpo y la salud,amazonas,3132,amazonas,426806
2020,contra la vida/el cuerpo y la salud,ancash,12346,ancash,1180638
2020,contra la vida/el cuerpo y la salud,apurimac,6275,apurimac,430736
2020,contra la vida/el cuerpo y la salud,arequipa,15263,arequipa,1497438
2020,contra la vida/el cuerpo y la salud,ayacucho,5708,ayacucho,668213
2020,contra la vida/el cuerpo y la salud,cajamarca,7119,cajamarca,1453711
2020,contra la vida/el cuerpo y la salud,callao,15197,callao,1129854
2020,contra la vida/el cuerpo y la salud,cusco,14449,cusco,1357075
2020,contra la vida/el cuerpo y la salud,huancavelica,2128,huancavelica,365317
2020,contra la vida/el cuerpo y la salud,huanuco,8386,huanuco,760267
2020,contra la vida/el cuerpo y la salud,ica,7903,ica,975182
2020,contra la vida/el cuerpo y la salud,junin,15911,junin,1361467
2020,contra la vida/el cuerpo y la salud,la libertad,12501,la libertad,2016771
2020,contra la vida/el cuerpo y la salud,lambayeque,15859,lambayeque,1310785
2020,contra la vida/el cuerpo y la salud,lima,100366,lima,10628470
2020,contra la vida/el cuerpo y la salud,loreto,4783,loreto,1027559
2020,contra la vida/el cuerpo y la salud,madre de dios,3042,madre de dios,173811
2020,contra la vida/el cuerpo y la salud,moquegua,3224,moquegua,192740
2020,contra la vida/el cuerpo y la salud,pasco,1597,pasco,271904
2020,contra la vida/el cuerpo y la salud,piura,13821,piura,2047954
2020,contra la vida/el cuerpo y la salud,puno,8753,puno,1237997
2020,contra la vida/el cuerpo y la salud,san martin,3629,san martin,899648
2020,contra la vida/el cuerpo y la salud,tacna,4091,tacna,370974
2020,contra la vida/el cuerpo y la salud,tumbes,2889,tumbes,251521
2020,contra la vida/el cuerpo y la salud,ucayali,3434,ucayali,589110
2020,otros,amazonas,1737,amazonas,426806
2020,otros,ancash,5836,ancash,1180638
2020,otros,apurimac,1996,apurimac,430736
2020,otros,arequipa,4730,arequipa,1497438
2020,otros,ayacucho,2524,ayacucho,668213
2020,otros,cajamarca,3042,cajamarca,1453711
2020,otros,callao,3228,callao,1129854
2020,otros,cusco,4442,cusco,1357075
2020,otros,huancavelica,1071,huancavelica,365317
2020,otros,huanuco,3803,huanuco,760267
2020,otros,ica,3726,ica,975182
2020,otros,junin,5929,junin,1361467
2020,otros,la libertad,5593,la libertad,2016771
2020,otros,lambayeque,6172,lambayeque,1310785
2020,otros,lima,23968,lima,10628470
2020,otros,loreto,2244,loreto,1027559
2020,otros,madre de dios,1858,madre de dios,173811
2020,otros,moquegua,1150,moquegua,192740
2020,otros,pasco,1261,pasco,271904
2020,otros,piura,5179,piura,2047954
2020,otros,puno,2382,puno,1237997
2020,otros,san martin,1892,san martin,899648
2020,otros,tacna,1601,tacna,370974
2020,otros,tumbes,1671,tumbes,251521
2020,otros,ucayali,2250,ucayali,589110
