anio_denuncia,generico,dpto_pjfs,cantidad,departamento,total_2019
2019,contra la tranquilidad publica,ancash,63,ancash,1169522
2019,contra la tranquilidad publica,apurimac,39,apurimac,429587
2019,contra la tranquilidad publica,arequipa,122,arequipa,1464638
2019,contra la tranquilidad publica,ayacucho,35,ayacucho,664494
2019,contra la tranquilidad publica,cajamarca,25,cajamarca,1447891
2019,contra la tranquilidad publica,callao,76,callao,1105512
2019,contra la tranquilidad publica,cusco,54,cusco,1340457
2019,contra la tranquilidad publica,huancavelica,11,huancavelica,371260
2019,contra la tranquilidad publica,huanuco,30,huanuco,759851
2019,contra la tranquilidad publica,ica,107,ica,950100
2019,contra la tranquilidad publica,junin,54,junin,1350021
2019,contra la tranquilidad publica,la libertad,110,la libertad,1979901
2019,contra la tranquilidad publica,lambayeque,151,lambayeque,1292105
2019,contra la tranquilidad publica,lima,2010,lima,10416139
2019,contra la tranquilidad publica,loreto,56,loreto,1015212
2019,contra la tranquilidad publica,madre de dios,22,madre de dios,167674
2019,contra la tranquilidad publica,moquegua,6,moquegua,189781
2019,contra la tranquilidad publica,pasco,17,pasco,272157
2019,contra la tranquilidad publica,piura,121,piura,2013517
2019,contra la tranquilidad publica,puno,50,puno,1239022
2019,contra la tranquilidad publica,san martin,27,san martin,884283
2019,contra la tranquilidad publica,tacna,36,tacna,363205
2019,contra la tranquilidad publica,tumbes,9,tumbes,246699
2019,contra la tranquilidad publica,ucayali,43,ucayali,574509
2019,contra la vida/el cuerpo y la salud,amazonas,4128,amazonas,423863
2019,contra la vida/el cuerpo y la salud,ancash,17303,ancash,1169522
2019,contra la vida/el cuerpo y la salud,apurimac,8306,apurimac,429587
2019,contra la vida/el cuerpo y la salud,arequipa,37283,arequipa,1464638
2019,contra la vida/el cuerpo y la salud,ayacucho,11175,ayacucho,664494
2019,contra la vida/el cuerpo y la salud,cajamarca,9986,cajamarca,1447891
2019,contra la vida/el cuerpo y la salud,callao,16464,callao,1105512
2019,contra la vida/el cuerpo y la salud,cusco,21930,cusco,1340457
2019,contra la vida/el cuerpo y la salud,huancavelica,2357,huancavelica,371260
2019,contra la vida/el cuerpo y la salud,huanuco,10873,huanuco,759851
2019,contra la vida/el cuerpo y la salud,ica,15761,ica,950100
2019,contra la vida/el cuerpo y la salud,junin,17210,junin,1350021
2019,contra la vida/el cuerpo y la salud,la libertad,17692,la libertad,1979901
2019,contra la vida/el cuerpo y la salud,lambayeque,25686,lambayeque,1292105
2019,contra la vida/el cuerpo y la salud,lima,132569,lima,10416139
2019,contra la vida/el cuerpo y la salud,loreto,6923,loreto,1015212
2019,contra la vida/el cuerpo y la salud,madre de dios,4966,madre de dios,167674
2019,contra la vida/el cuerpo y la salud,moquegua,4365,moquegua,189781
2019,contra la vida/el cuerpo y la salud,pasco,2370,pasco,272157
2019,contra la vida/el cuerpo y la salud,piura,23755,piura,2013517
2019,contra la vida/el cuerpo y la salud,puno,13815,puno,1239022
2019,contra la vida/el cuerpo y la salud,san martin,4240,san martin,884283
2019,contra la vida/el cuerpo y la salud,tacna,6523,tacna,363205
2019,contra la vida/el cuerpo y la salud,tumbes,4580,tumbes,246699
2019,contra la vida/el cuerpo y la salud,ucayali,6336,ucayali,574509
2019,otros,amazonas,2619,amazonas,423863
2019,otros,ancash,10951,ancash,1169522
2019,otros,apurimac,3050,apurimac,429587
2019,otros,arequipa,8766,arequipa,1464638
2019,otros,ayacucho,4866,ayacucho,664494
2019,otros,cajamarca,5150,cajamarca,1447891
2019,otros,callao,4985,callao,1105512
2019,otros,cusco,7509,cusco,1340457
2019,otros,huancavelica,1541,huancavelica,371260
2019,otros,huanuco,5389,huanuco,759851
2019,otros,ica,9044,ica,950100
2019,otros,junin,9523,junin,1350021
2019,otros,la libertad,9057,la libertad,1979901
2019,otros,lambayeque,11256,lambayeque,1292105
2019,otros,lima,43370,lima,10416139
2019,otros,loreto,3366,loreto,1015212
2019,otros,madre de dios,3289,madre de dios,167674
2019,otros,moquegua,2115,moquegua,189781
2019,otros,pasco,1608,pasco,272157
2019,otros,piura,9120,piura,2013517
2019,otros,puno,5630,puno,1239022
2019,otros,san martin,2481,san martin,884283
2019,otros,tacna,3744,tacna,363205
2019,otros,tumbes,2907,tumbes,246699
2019,otros,ucayali,4242,ucayali,574509
