dpto_pjfs,anio_denuncia,incidencia_patrimonio,incidencia_libertad,incidencia_seguridad,incidencia_tranquilidad,incidencia_vida,incidencia_otros
ica,2021,1175.4816940241087,210.08992690433442,503.0336304180559,9.718036676070788,1635.1348102077457,794.5747307001795
junin,2021,829.5818197622649,207.59633105259815,333.9656669853901,16.80054755175847,1452.0786294843767,747.3321826175691
la libertad,2021,829.7323104019932,131.7554571850903,320.9189979750958,3.368331436002679,966.1741417589133,427.77809237234027
lambayeque,2021,2017.2530303670228,309.74906328625127,322.57042699666346,8.447016091565654,1541.8066960703275,764.2286969270962
lima,2021,727.2861772905695,150.17869609642653,183.52297157969198,15.303598426179787,1181.6504769082107,290.1025942142226
loreto,2021,528.6122722517127,103.08035735809575,301.9126275848436,5.399906465905858,523.0195119834531,263.82400161997197
madre de dios,2021,1915.5424958817505,404.0336583411246,1082.4317706246381,13.91300476381283,2620.653577311785,1578.8477805974799
moquegua,2021,1179.3939083433665,221.32848323385508,462.63801009298874,5.635678971232421,1945.3339139790453,874.0425749929553
pasco,2021,354.45019605526466,77.53598038708915,103.75052613700976,1.4768758168969363,720.7153986457049,543.4903006180725
piura,2021,792.2335594083693,132.44816298586593,222.48017490283044,4.958982474570771,1002.3403508552318,408.03278128142995
puno,2021,473.21080341237206,101.51815042362747,222.9831578793734,2.9190522486027066,1115.8077220283847,398.6128015036362
san martin,2021,348.53627910951775,87.43538218465739,103.2131955112121,4.601862220245126,486.2634412725683,280.1657546944473
tacna,2021,1079.5517703166931,228.9316698514194,316.26976355196086,4.499235130027896,1544.2962931595746,813.0382540850408
tumbes,2021,606.1506695031911,148.60468026529847,682.0172694281066,8.994493805531222,1243.5865348517082,968.667876360906
ucayali,2021,681.2749003984064,104.7476759628154,246.84594953519257,5.146082337317397,499.16998671978746,574.0371845949535
amazonas,2022,894.3310911025583,237.960524630777,156.46719427777117,7.45081877513196,1068.4939799712677,835.8887313351169
ancash,2022,1126.3185044500049,205.41704768891168,224.42628936252888,7.0342568307658295,1294.805703777396,961.9346216072272
apurimac,2022,646.2347575165223,148.7014800335102,191.5200595736759,9.075677185143816,1283.393837847901,663.2225635297402
arequipa,2022,1451.0352034821242,248.58525837294096,321.2367615318978,9.20209473138249,1504.9607656142816,750.1959467024969
ayacucho,2022,1143.9368068490066,232.9330324987809,222.34516738519994,15.956360100748755,1419.2212998021114,672.702246864277
cajamarca,2022,454.6776719017863,107.61805150125463,116.83263226877419,2.0629658434745295,595.2344113705176,380.13583942424
callao,2022,1126.2768339979243,166.5175889004206,586.865679794614,6.315890096684328,1032.4773310755447,661.802862293112
cusco,2022,749.3151498557867,199.62421971991768,339.4915521869572,4.997848752058896,1293.356337924111,574.5353087149444
huancavelica,2022,326.6399692171757,107.45485898331172,171.01569068962075,9.120836836779775,706.8648548504326,536.1341903119611
huanuco,2022,1155.8328577500654,254.36532474944156,568.4489011709279,18.670229458444172,1366.7667267380195,869.2911801041561
ica,2022,1202.6861428361356,210.9700504877212,365.27621195039455,8.332924856624675,1249.3505220332336,984.167442772413
junin,2022,1024.944313905842,229.6573840743228,366.46216292721476,10.551432411526239,1454.2784603058751,922.7045722631221
la libertad,2022,1017.1155970722243,137.53132002628357,286.2307416437809,3.5141009317181306,1010.9538858494858,484.75337510139144
lambayeque,2022,2598.742040666351,302.46588110178243,482.8251657587711,8.140439762986242,1505.3092097500064,925.6202791050595
lima,2022,847.6419910930323,144.13791508943288,238.00278281297136,9.91261064303078,999.5443293950505,302.80340280170975
loreto,2022,663.2315166085422,119.72620884232124,335.44393444631174,5.4551510024079235,478.617722158632,336.11386527116883
madre de dios,2022,1853.5891049073207,390.8819374804559,1543.579292422821,9.704654999514768,2475.226172376239,1559.2145699220393
moquegua,2022,1531.8972113693835,271.6165746920243,316.7170880270806,6.587715430963276,1935.7748420215166,1075.317857269544
pasco,2022,433.35214782247044,70.92567286554572,105.46016279484286,1.8566930069514587,641.6731032024242,620.5068029231775
piura,2022,956.1604089964382,148.6853448173386,260.52030836399047,5.468121091779322,870.8577199646807,477.5809412681001
puno,2022,483.95527225847695,100.86818395682157,220.7357914075311,4.566385045741316,857.2572497478295,460.38946371884765
san martin,2022,549.987883823173,132.84522449544778,58.63364143040123,2.271783155052446,567.7294284626303,388.9076401149306
tacna,2022,1187.0741394298088,238.14357324671676,304.25118811520423,8.58878460889798,1398.9308264492922,918.2191545512751
tumbes,2022,770.5466257763258,159.11787822281124,694.6477831373576,4.623279754657955,1339.9805822250305,966.2654687235124
ucayali,2022,859.478654491532,166.1723770129296,380.1477665912224,8.78014516506673,618.8376388563698,622.2521397538958
amazonas,2023,988.2705381876203,261.19741454099733,178.1631518596651,7.210258103981226,1157.3627201745348,874.3019423504977
ancash,2023,1209.8816316756872,218.84832217676905,224.02125239978074,5.006061506140352,1370.993377814971,974.9304783208336
apurimac,2023,911.0202633133401,209.66073717462308,240.01251427117214,35.95518209898882,1694.796538029609,868.2943001697365
arequipa,2023,1724.032087084474,264.4178282676455,363.65362403683366,11.328576175181558,1583.3425628530292,769.7102985617771
ayacucho,2023,1380.86479697245,267.16310374610106,329.6652480619114,20.28709218842532,1474.3942587529107,776.4287855937778
cajamarca,2023,596.5126950137657,121.05253004610606,110.09786170385742,3.1003778327118803,627.4475760557131,435.70643142377617
callao,2023,1534.6892161966982,285.92781687184055,572.3594713064508,9.824832474010378,1490.1835648187025,804.460641889055
cusco,2023,923.6279958006444,201.62088222447846,411.87649173908443,7.699298500363738,1272.4709783217975,640.4808967452115
huancavelica,2023,308.4314308536379,89.20606601248885,96.20262020954681,42.27084827389177,618.3204771649962,549.2295044690491
huanuco,2023,1410.8697012503046,261.2179252480039,561.9780134922653,25.562610421823013,1421.5207889260641,931.437617245176
ica,2023,1501.4712209212994,232.87929074091144,294.4362496542823,10.755662087827663,1158.3463937801544,1035.1364432561998
junin,2023,1189.472202102134,248.4326894743794,440.472682565004,11.176930814798256,1469.7664021459707,1029.6566069450835
la libertad,2023,1069.7853015843145,143.37622739460159,285.0416347075971,4.65723244437221,867.0531219139895,502.1732167314402
lambayeque,2023,3154.0065878757323,354.1964205727113,525.075462939312,8.810487886319534,1593.513704010549,985.0717758611881
lima,2023,1256.3146286250246,187.9004557261065,222.2386876695607,10.602870991944329,1142.9930810436097,411.5743881999913
loreto,2023,760.4891779831869,131.89927346038266,471.7752672220321,5.2303244703107765,493.2671459545818,407.0143405987295
madre de dios,2023,2325.6421920014222,357.63022916568633,1074.982092345981,27.711114248218383,1958.600641015586,1432.6123215116675
moquegua,2023,1672.9725118673666,263.94227391788684,248.3867406641711,7.025079533936152,2153.1868771514305,1130.5360135684393
pasco,2023,549.3128914648967,88.24904178741704,65.0649714873329,1.8696830887164626,683.930073852482,921.3798261194728
piura,2023,1107.8029968600338,161.4409901212594,305.2522856311407,5.500464718749956,848.1998671426214,549.9054343181045
puno,2023,526.540066061771,89.24825382958757,155.17865661262235,12.069451069870627,715.2997123858021,460.6096632787362
san martin,2023,934.3515890820514,249.36002583421194,153.76488728541887,7.912796703143947,1099.2371636259427,668.6313214156635
tacna,2023,1320.593729101489,231.62916785171632,311.3157510396409,7.686808667645453,1398.4867236002963,1025.4202762639036
tumbes,2023,847.3803407760939,164.53618276055997,737.9428797251903,2.659938289431685,1185.192503533918,1059.4154215622198
ucayali,2023,1270.3413245157699,306.265773643925,561.5138234117146,8.60924090409784,880.0557368633347,925.9716883518565
